id,Название,Класс энергетической эффективности,Ввод в эксплуатацию,Класс недвижимости,Материал стен,Тип отделки,Свободная планировка,Количество этажей,Количество квартир,"Жилая площадь, м²","Высота потолков, м",Велосипедные дорожки,Количество детских площадок,Количество спортивных площадок,Количество площадок для сбора мусора,Количество мест в паркинге,Гостевые места на придомовой территории,Гостевые места вне придомовой территории,Наличие пандуса,Наличие понижающих площадок,Количество инвалидных подъемников,Количество подъездов,Количество пассажирских лифтов,Количество грузовыхи грузопассажирских лифтов,Индекс доступности инфраструктуры,Количество спортивныхплощадок,Наличие понижающихплощадок,Доступность инфраструктуры,Транспортная доступность,Индекс транспортной доступности,Зеленые зоны,Качество воздуха,Индекс зеленой зоны,Индекс качества воздуха
48272,"г. Кисловодск, ул 40 лет Октября, блок-секция 8,9,10,11",B,IV кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,10,283,13 895,3,Нет,1,,1,78,Нет,150,Есть,,2,5,5,Нет,,1,Есть,8,,,,,,
55182,"Паркинг ЖК ""Основинские кварталы""",Не нормируется,IV кв. 2025,Комфорт,Другое,1 вариант,Есть,5,Нет,Нет,Нет,Нет,Нет,Нет,Нет,314,Нет,Нет,Есть,Есть,Нет,-,1,Нет,8,,,,,1,,,,
56059,"Жилой комплекс ""Крона парк""",B,IV кв. 2025,Комфорт,Кирпич,1 вариант,Есть,6,36,2 831,"2,85",Нет,4,1,3,Нет,25,83,Есть,Есть,Нет,1,Нет,1,3,,,,,,,,,
55337,"г. Г Луховицы, Учебный",B,II кв. 2025,Типовой,Монолит-кирпич,1 вариант,Есть,8,105,3 421,"2,8",Нет,1,1,1,Нет,Нет,Нет,Есть,Нет,Нет,1,1,Нет,5,,,,,,,,,
56462,"город Анапа, пр-кт Пионерский, д. 210, вл. дом",Не нормируется,IV кв. 2025,Бизнес,Монолит-кирпич,1 вариант,Нет,10,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,22,Нет,Нет,Есть,Нет,-,Нет,3,3,,,,,,,,,
44554,"мкр Гармония (с Каменка), д. 132, блок-секция 9",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,60,"2,7",Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,1,Нет,Нет,,Нет,Нет,1,,,,,,
53967,ЖК Апельсин,A++,II кв. 2025,Комфорт,Другое,1 вариант,Нет,11,164,7 239,"2,5",Нет,1,1,1,Нет,33,Нет,Есть,Есть,Нет,3,Нет,3,9,,,,,,,,,
39404,"Жилой комплекс ""Александрия Таун""",B,II кв. 2024,Комфорт,Кирпич,1 вариант,Есть,2,8,724,3,Есть,3,,2,Нет,Нет,54,Нет,,Нет,8,Нет,Нет,,3,Нет,1,,,,6,,
27569,"ЖК ""Гранд Империалъ""",B,IV кв. 2025,Элитный,Монолит-кирпич,1 вариант,Есть,24,84,9 156,3,Есть,1,1,1,60,268,24,Есть,Есть,1,1,4,Нет,9,,,,,7,,,,
47047,Domino Premium,A,IV кв. 2024,Бизнес,Другое,1 вариант,Есть,11,168,12 988,"2,72 - 3,02",Нет,Нет,Нет,1,155,23,Нет,Нет,Есть,Нет,8,2,18,8,,,,,6,,,3,
55789,"ЖК ""Скандинавия""",A,II кв. 2024,Типовой,Другое,1 вариант,Нет,1,1,81,"2,65",Нет,1,1,1,Нет,2,2,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
48065,ЖК Октябренок,B,III кв. 2025,Комфорт,Кирпич,1 вариант,Нет,8,140,5 672,"2,7",Нет,2,1,3,Нет,69,Нет,Нет,Есть,Нет,2,2,Нет,4,,,,,,,,,
51377,"г. Чебоксары, пр-кт Тракторостроителей",C,II кв. 2026,Типовой,Монолит-кирпич,1 вариант,Нет,13,132,7 325,"2,51 - 2,56",Нет,2,,1,Нет,89,Нет,Есть,,Нет,3,6,Нет,,2,Нет,7,,,,,,
54312,"Жилой район ""Зарека""",A,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,11,299,19 152,"2,68 - 3,8",Есть,1,1,1,82,Нет,64,Нет,Есть,Нет,8,Нет,8,8,,,,,,,,,
46826,Жилой комплекс Holland park,A,IV кв. 2024,Типовой,Другое,1 вариант,Нет,25,1233,55 241,"2,94 - 4,21",Нет,2,2,2,368,66,Нет,Нет,Есть,Нет,6,Нет,18,8,,,,,5,,,9,
55567,г. Бердск,B,II кв. 2025,Комфорт,Кирпич,1 вариант,Есть,2,1,68,3,Нет,1,1,1,Нет,1,1,Нет,Нет,Нет,1,Нет,Нет,1,,,,,,,,,
56774,"д. Начапкино, литера 30.9",A,IV кв. 2025,Типовой,Кирпич,1 вариант,Нет,2,1,78,"2,6",Нет,Нет,Нет,1,Нет,1,138,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
26866,г. Кострома,B,IV кв. 2024,Типовой,Другое,1 вариант,Нет,2,8,415,3,Нет,1,,1,Нет,4,4,Нет,,Нет,1,Нет,Нет,,1,Есть,1,,,,,,
52857,ЖК ПОСЕЙДОНИЯ,A++,II кв. 2026,Комфорт,Другое,1 вариант,Есть,24,520,30 255,"2,7 - 2,73",Нет,2,,2,344,69,Нет,Есть,,Нет,5,6,6,,1,Есть,5,,,,,,
41914,"РЕКРЕАЦИОННЫЙ КОМПЛЕКС ""ЗОЛОТЫЕ ПЕСКИ""",B,I кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,10,Нет,Нет,Нет,Нет,1,,1,Нет,60,Нет,Есть,,Нет,-,1,1,,2,Есть,1,,,,,,
44603,ЖК Первый Лермонтовский,B,II кв. 2024,Комфорт,Панель,Нет,Нет,26,981,48 899,"2,84 - 3,34",Есть,1,,1,Нет,Нет,Нет,Есть,,Нет,7,7,7,,1,Есть,9,,,,,,
56131,ЖК Соборный,C,II кв. 2029,Комфорт,Монолит-кирпич,1 вариант,Нет,9,103,6 713,3,Нет,1,1,1,Нет,84,Нет,Нет,Есть,Нет,2,Нет,2,6,,,,,,,,,
52362,"ЖК ""Холмогоры"", литер 12",B,II кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Есть,21,268,12 462,"2,7",Есть,1,1,2,51,25,Нет,Есть,Есть,Нет,2,Нет,3,10,,,,,,,,,
47325,Жилой комплекс РЕЖИССЁР,C,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,1,,1,Нет,Нет,56,Есть,,Нет,-,1,Нет,,1,Есть,8,,,,,,
56914,"ЖК ""Скандинавия""",A,IV кв. 2024,Типовой,Другое,1 вариант,Нет,1,1,67,"2,65",Нет,1,1,1,Нет,2,2,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
50300,"г. Грязовец, ул Газовиков, д. 30",A+,I кв. 2024,Типовой,Кирпич,1 вариант,Нет,5,39,1 480,"2,5",Нет,1,,1,Нет,21,Нет,Нет,,Нет,1,Нет,Нет,,1,Есть,3,,,,,,
50376,ЖК OLIVIA,B,III кв. 2024,Бизнес,Блоки,Нет,Есть,8,192,6 682,"2,7",Есть,1,,2,46,46,26,Есть,,Нет,2,Нет,2,,1,Есть,1,,,,,,
54908,Живой район «Огни» 4 квартал ,B,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,6,62,2 664,"2,76 - 5,7",Есть,1,1,2,Нет,158,Нет,Нет,Есть,Нет,2,2,Нет,2,,,,,,,,,
27521,"МКР ""Родные Просторы""",C,II кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,19,368,16 352,"2,7",Есть,6,6,4,Нет,421,1000,Есть,Есть,Нет,2,2,6,4,,,,,,,,,
46940,эко-квартал FLORA&FAUNA,A,II кв. 2026,Элитный,Монолит-кирпич,1 вариант,Есть,15,140,12 281,"3,02 - 3,5",Есть,6,2,3,162,53,Нет,Есть,Есть,Нет,2,Нет,4,2,,,,,,,,,
55267,"Прогресс-кварталы ""Перемены""",A+,II кв. 2027,Комфорт,Монолит-кирпич,Нет,Нет,23,190,10 697,"2,75",Нет,2,2,1,Нет,34,Нет,Есть,Нет,Нет,2,2,3,8,,,,,,,,,
56595,Моменты.Repino,D,I кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,2,4,645,"3,4",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,1,,,,,,,,,
50186,"ЖК ""Самолет 6""",B,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,17,300,12 812,"2,72 - 3,02",Нет,8,,6,Нет,179,Нет,Есть,,Нет,2,2,2,,6,Есть,5,,,,,,
47798,Аквилон Listva,B,II кв. 2025,Комфорт,Кирпич,Нет,Нет,10,329,12 934,"2,7 - 3",Нет,1,,1,Нет,132,Нет,Есть,,Нет,4,Нет,4,,1,Есть,8,,,,,,
54386,"г. Москва, район Р-н Лефортово, проезд Танковый, корпус 1",A,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,17,176,10 301,"2,7",Нет,1,1,2,Нет,81,Нет,Нет,Есть,Нет,2,2,2,9,,,,,8,,,4,
45562,Апарт-отель Элибэй,B,II кв. 2024,Бизнес,Другое,1 вариант,Нет,5,Нет,Нет,Нет,Нет,2,Нет,2,Нет,19,Нет,Нет,Есть,Нет,-,2,Нет,1,,,,,,,,,
51443,Перспектива,C,IV кв. 2024,Типовой,Панель,1 вариант,Нет,11,135,7 048,"2,68",Нет,1,Нет,Нет,Нет,75,Нет,Нет,Есть,Нет,1,Нет,2,9,,,,,,,,,
56737,"ЖК ""Мечта""",B,III кв. 2025,Комфорт,Кирпич,1 вариант,Есть,4,24,1 348,3,Нет,1,1,1,Нет,29,13,Нет,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
52814,"г. Краснодар, ул Им. Профессора Малигонова, литера 5",B,II кв. 2024,Типовой,Другое,1 вариант,Нет,9,129,6 338,"2,7",Нет,1,,1,Нет,8,Нет,Есть,,Нет,3,Нет,3,,1,Есть,3,,,,,,
47346,"г. Рязань, ул Новая",B,IV кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,24,329,16 478,"2,72 - 2,77",Нет,1,,1,Нет,15,100,Нет,,Нет,2,1,7,,1,Есть,10,,,,,,
46868,"""ZOOM на Неве"" (1-й этап строительства)",B,IV кв. 2025,Бизнес,Монолит-кирпич,1 вариант,Нет,18,Нет,Нет,Нет,Нет,Нет,6,1,171,6,Нет,Нет,Есть,Нет,-,Нет,20,9,,,,,6,,,4,
56278,"г. Колпино, ул Загородная, д. 71, литера а, вл. дом",A,II кв. 2026,Комфорт,Монолит,Нет,Нет,8,Нет,Нет,Нет,Нет,Нет,Нет,Нет,496,159,414,Есть,Есть,Нет,-,Нет,2,3,,,,,1,,,5,
45007,Крыловка парк,B,II кв. 2025,Бизнес,Монолит-кирпич,1 вариант,Нет,25,681,40 998,"2,7 - 3,5",Нет,1,,1,485,74,Нет,Есть,,Нет,6,5,8,,1,Есть,8,9,,,,,
48698,"г. Новосибирск, ул Зорге",B,II кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,27,288,12 799,"2,72",Нет,1,,1,Нет,40,Нет,Есть,,Нет,1,1,2,,1,Есть,8,,,,,,
52967,ЖК Флагман,A,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,25,632,27 704,"2,74 - 5,14",Есть,1,,1,222,35,Нет,Есть,,Нет,3,5,3,,1,Есть,5,,,,,,
51996,Скандинавия,A++,II кв. 2025,Бизнес,Монолит-кирпич,Нет,Нет,19,797,36 889,"3,1",Есть,3,,2,454,19,Нет,Есть,,Нет,10,8,10,,4,Есть,8,2,,4,,,
50940,"Коттеджный поселок ""ОЛИМП""-жилой дом 8",B,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,2,7,774,"2,8",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Нет,7,Нет,Нет,1,,,,,,,,,
55032,"микрорайон Северный (деревня Кисловка), улица Бориса Пастернака, д. 383",C,I кв. 2024,Комфорт,Кирпич,1 вариант,Есть,2,1,120,3,Нет,Нет,Нет,1,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,4,,,,,,,,,
48438,"ЖК ""Suncity"" ЖК ""Клубный""",A+,I кв. 2025,Комфорт,Другое,1 вариант,Есть,5,56,2 277,"2,75",Нет,1,,2,Нет,19,Нет,Есть,,Нет,1,Нет,1,,7,Есть,4,,,,,,
44087,"г. Смоленск, район Промышленный р-н, ул Шевченко, д. 6, блок-секция 6,7",A,IV кв. 2025,Типовой,Монолит-кирпич,Нет,Нет,12,72,5 003,"2,6 - 3,2",Нет,1,,1,22,6,52,Есть,,Нет,2,2,Нет,,1,Есть,10,,,,,,
51858,"с. Михайловка, литера 303",C,IV кв. 2024,Комфорт,Кирпич,Нет,Нет,10,90,4 005,"2,55",Нет,1,,1,Нет,43,Нет,Есть,,1,1,1,Нет,,2,Есть,3,,,,,,
54902,"г. Владикавказ, ул Барбашова",B,II кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,15,Есть,Есть,Нет,-,Нет,Нет,8,,,,,,,,,
46169,"ЖК Курортный, Жилой комплекс Курортный",B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,9,64,3 676,3,Нет,1,,1,Нет,Нет,Нет,Есть,,1,1,1,Нет,,Нет,Есть,4,,,,,,
51866,"ГОРОДСКОЙ ОКРУГ""ГОРИЗОНТЫ""ПЕРВАЯ ОЧЕРЕДЬ",A+,I кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,2,6,453,"2,85",Нет,2,,2,Нет,42,270,Есть,,Нет,1,Нет,Нет,,1,Есть,4,,,,,,
56209,"г. Смоленск, район Промышленный р-н, ул Шевченко, д. 8, блок-секция 2,3",A,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,11,72,5 000,"2,6",Нет,1,1,1,40,67,36,Есть,Есть,Нет,2,2,Нет,10,,,,,,,,,
51570,Микрорайон Боровое,B,IV кв. 2024,Типовой,Блоки,1 вариант,Нет,19,234,9 893,"2,5 - 2,56",Нет,1,,1,Нет,102,156,Есть,,Нет,1,2,Нет,,1,Есть,4,,,,,,
54952,Парковая Резиденция,B,III кв. 2027,Бизнес,Монолит-кирпич,2 варианта,Есть,12,206,12 401,"2,85 - 4,2",Нет,1,1,1,56,52,1,Нет,Есть,Нет,4,Нет,8,5,,,,,,,,,
55057,Жилой комплекс Urman City,A,I кв. 2028,Бизнес,Монолит-кирпич,1 вариант,Есть,23,329,22 101,"2,85 - 3,3",Нет,3,1,1,75,8,Нет,Есть,Есть,Нет,4,8,7,10,,,,,,,,,
49453,"ЖК ""Парк Победы 2""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,1,Нет,Нет,Нет,Нет,4,,8,Нет,378,Нет,Нет,,Нет,-,Нет,Нет,,6,Есть,7,,,,,,
53859,"Жилой комплекс ""Парапарк урбан-квартал""",A+,III кв. 2024,Типовой,Блоки,Нет,Нет,9,150,6 240,"2,66 - 2,75",Есть,1,1,1,Нет,168,18,Нет,Есть,Нет,2,Нет,2,10,,,,,,,,,
51854,"Жилой Комплекс ""Одинцовские кварталы""",B,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Есть,5,24,970,"2,8",Нет,2,,1,Нет,48,Нет,Есть,,Нет,2,Нет,Нет,,1,Есть,5,,,,,,
47015,Новая Звезда,B,I кв. 2025,Комфорт,Монолит,1 вариант,Есть,23,332,12 982,"2,85 - 3",Есть,2,1,1,78,47,303,Есть,Есть,3,1,3,6,7,,,,,1,,,4,
45320,"д. Радумля, мкр ММС-2, д. 3",A++,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,10,272,8 298,"2,7",Нет,1,,1,Нет,49,109,Есть,,Нет,2,4,2,,1,Есть,1,,,,,,
44878,ЖК МЕГАПОЛИС,C,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,17,321,17 435,"2,7",Нет,1,,1,Нет,Нет,29,Есть,,Нет,6,9,Нет,,1,Есть,7,,,,,,
56439,"д. Начапкино, литера 32.2",A,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,44,"2,35",Нет,Нет,Нет,1,Нет,1,138,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
47990,"Рублевский квартал,Рублёвский квартал",A,II кв. 2024,Типовой,Монолит-кирпич,Нет,Нет,10,542,22 901,"3 - 3,9",Есть,3,2,5,Нет,62,Нет,Есть,Есть,Нет,8,8,8,2,,,,,,,,,
56553,Моменты.Repino,D,I кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,2,4,503,"3,4",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,1,,,,,,,,,
51653,Эклипт,A,II кв. 2025,Типовой,Другое,Нет,Нет,5,20,1 134,"2,74",Нет,1,,1,Нет,Нет,2,Нет,,Нет,1,Нет,1,,1,Есть,3,,,,,,
53945,"ЖК ""Ново-Антропшино""",B,IV кв. 2025,Типовой,Монолит-кирпич,Нет,Нет,9,203,6 966,"2,75",Нет,1,1,2,Нет,Нет,Нет,Нет,Есть,Нет,2,Нет,2,1,,,,,,,,,
56865,"Жилой комплекс ""Розмарин""",A,IV кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,20,255,14 777,"2,7",Нет,1,1,1,Нет,119,25,Нет,Есть,Нет,3,3,9,7,,,,,,,,,
4930,"г. Краснодар, литера 4",B,IV кв. 2025,Комфорт,Другое,1 вариант,Нет,10,72,2 477,"2,7",Нет,Нет,,Нет,Нет,Нет,57,Нет,,1,1,Нет,1,,Нет,Есть,6,,,,,,
55575,"Жилой комплекс ""ЦЕХ""",B,II кв. 2025,Типовой,Панель,Нет,Нет,11,222,12 184,"2,5",Нет,1,1,2,Нет,Нет,142,Нет,Есть,Нет,5,Нет,5,7,,,,,,,,,
45511,"г. Омск, ул Дианова, д. 34",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,8,192,7 260,"2,72",Нет,1,1,1,Нет,65,47,Есть,Есть,Нет,2,2,Нет,7,,,,,,,,,
53583,"г. Уссурийск, улица Горького, д. 81",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,8,20,1 127,"2,7",Нет,1,1,2,Нет,19,4,Нет,Есть,Нет,1,1,3,8,,,,,,,,,
41175,Жилой комплекс ЮЖАНЕ 4 очередь,B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,16,149,6 474,"2,7",Нет,4,3,2,Нет,Нет,35,Нет,Есть,Нет,1,1,1,7,,,,,,,,,
54338,"Жилой микрорайон ""Черемушки""",B,IV кв. 2024,Типовой,Другое,1 вариант,Нет,18,397,18 411,"2,6",Нет,Нет,1,2,Нет,26,Нет,Есть,Есть,Нет,3,3,3,3,,,,,,,,,
25870,Аfi tower,A,II кв. 2024,Бизнес,Монолит-кирпич,Нет,Есть,55,1169,45 854,"2,98 - 3,3",Нет,1,,Нет,Нет,Нет,4,Нет,,Нет,1,9,Нет,,1,Есть,9,6,,8,6,,
52562,"с. Новая Усмань, ул 70 лет Победы",B,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,5,68,3 725,"2,7",Нет,1,1,1,Нет,46,7,Есть,Есть,Нет,2,2,Нет,4,,,,,,,,,
