id,Название,Класс энергетической эффективности,Ввод в эксплуатацию,Класс недвижимости,Материал стен,Тип отделки,Свободная планировка,Количество этажей,Количество квартир,"Жилая площадь, м²","Высота потолков, м",Велосипедные дорожки,Количество детских площадок,Количество спортивных площадок,Количество площадок для сбора мусора,Количество мест в паркинге,Гостевые места на придомовой территории,Гостевые места вне придомовой территории,Наличие пандуса,Наличие понижающих площадок,Количество инвалидных подъемников,Количество подъездов,Количество пассажирских лифтов,Количество грузовыхи грузопассажирских лифтов,Индекс доступности инфраструктуры,Количество спортивныхплощадок,Наличие понижающихплощадок,Доступность инфраструктуры,Транспортная доступность,Индекс транспортной доступности,Зеленые зоны,Качество воздуха,Индекс зеленой зоны,Индекс качества воздуха
39389,"Жилой комплекс ""Александрия Таун""",B,III кв. 2024,Комфорт,Кирпич,1 вариант,Есть,2,6,549,3,Есть,3,,2,Нет,Нет,54,Нет,,Нет,6,Нет,Нет,,3,Нет,1,,,,6,,
50107,ПРИТЯЖЕНИЕ,B,I кв. 2024,Типовой,Панель,1 вариант,Нет,11,148,6 377,"2,6 - 3",Нет,1,,1,Нет,130,Нет,Есть,,Нет,3,3,Нет,,1,Есть,1,,,,,,
50706,"г. Самара, улица Пятая линия, д. 3",A,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,17,143,5 887,"2,68",Нет,1,,1,Нет,2,49,Нет,,Нет,1,Нет,2,,1,Есть,4,,,,,,
50905,"Микрорайон ""Акварель""",A+,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,15,168,9 378,"2,5",Нет,2,1,1,33,14,Нет,Есть,Есть,Нет,3,3,3,8,,,,,,,,,
49054,"Жилой комплекс ""Новые Сезоны""",B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,10,160,7 013,"2,72",Нет,1,1,Нет,Нет,9,Нет,Есть,Есть,Нет,2,2,Нет,6,,,,,,,,,
43899,ЖК Завеличенская 18,B,IV кв. 2024,Типовой,Панель,Нет,Нет,10,135,6 624,"2,7",Нет,1,1,1,Нет,32,Нет,Есть,Есть,Нет,3,3,Нет,7,,,,,,,,,
54875,"Клубный дом ""Литературный""",B,IV кв. 2025,Элитный,Монолит-кирпич,1 вариант,Нет,7,80,6 593,"2,7 - 3",Нет,1,1,1,78,16,Нет,Нет,Есть,Нет,2,5,5,10,,,,,8,,,,
47489,Пригород Лесное,A,IV кв. 2024,Типовой,Монолит-кирпич,Нет,Нет,18,352,16 086,"2,77 - 2,95",Нет,2,,3,Нет,91,216,Нет,,Нет,2,Нет,4,,2,Есть,5,,,,,,
55345,"Жилой комплекс ""Колизей"".Жилой дом №34",B,II кв. 2025,Типовой,Кирпич,1 вариант,Нет,10,210,8 645,"2,55",Нет,1,Нет,1,Нет,190,Нет,Есть,Есть,Нет,3,Нет,3,3,,,,,,,,,
46543,"ЖК "" Сегодня"" ЛИТЕР 7.Этап 3",Не нормируется,IV кв. 2024,Комфорт,Другое,1 вариант,Нет,1,Нет,Нет,Нет,Нет,Нет,,Нет,220,142,Нет,Есть,,Нет,-,Нет,Нет,,Нет,Есть,5,,,,,,
53603,"ЖК ""Аль-Бейт Парк""",C,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,6,27,2 034,"3,14",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Есть,Нет,1,Нет,1,7,,,,,,,,,
48939,"Жилой комплекс ""Уют-Парк"" (ЖК Уют-Парк)",B,III кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,10,90,4 047,"2,5",Нет,1,2,Нет,Нет,Нет,Нет,Есть,Есть,Нет,2,2,Нет,6,,,,,,,,,
48497,"г. Пенза, ул Измайлова, д. 46",A,IV кв. 2024,Бизнес,Кирпич,Нет,Нет,18,144,7 420,"2,55 - 3",Нет,2,,1,17,17,Нет,Нет,,1,1,1,1,,1,Есть,8,,,,,,
56739,"ЖК ""Мечта""",B,III кв. 2025,Комфорт,Кирпич,1 вариант,Есть,4,24,1 348,3,Нет,1,1,1,Нет,29,13,Нет,Есть,Нет,1,Нет,Нет,2,,,,,,,,,
50798,"г. Чита, ул Проезжая, д. 5",B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,17,168,7 457,"2,7",Нет,1,1,1,Нет,72,Нет,Есть,Есть,Нет,1,2,Нет,10,,,,,,,,,
54716,г. Магнитогорск,B,IV кв. 2024,Типовой,Блоки,1 вариант,Нет,3,75,4 625,"2,7",Нет,1,1,1,Нет,32,50,Есть,Есть,Нет,4,Нет,Нет,6,,,,,,,,,
53978,"ЖК ""Прокшино""",A,IV кв. 2025,Типовой,Монолит-кирпич,Нет,Нет,19,879,38 619,"2,8",Нет,3,4,1,416,4,17,Нет,Есть,Нет,11,11,11,7,,,,,3,,,3,
49127,"ЖК ""Суворовский""",C,IV кв. 2024,Комфорт,Кирпич,Нет,Нет,10,108,6 792,"2,8",Нет,1,Нет,1,Нет,10,55,Есть,Есть,2,2,Нет,2,10,,,,,,,,,
56443,"д. Начапкино, литера 32.6",A,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,67,"2,6",Нет,Нет,Нет,1,Нет,1,138,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
50649,с. Семеновка,B,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,11,107,5 774,"2,7",Нет,1,,1,Нет,46,Нет,Есть,,1,3,3,Нет,,1,Есть,4,,,,,,
47884,"г. Абакан, ул Буденного, д. 78Б",A+,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,5,55,2 302,"2,7",Есть,1,,1,Нет,Нет,Нет,Есть,,Нет,3,Нет,Нет,,Нет,Есть,3,,,,,,
45913,ЖК Opera Residence,B,III кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Есть,17,76,5 226,"3,3 - 3,45",Нет,1,,1,Нет,32,Нет,Есть,,Нет,1,2,Нет,,1,Есть,10,,,,,,
45518,"ЖК "" ПРЕСТИЖ""",C,IV кв. 2024,Комфорт,Кирпич,1 вариант,Есть,9,235,12 931,"2,7 - 5,2",Нет,2,1,2,Нет,132,Нет,Нет,Есть,5,5,5,Нет,4,,,,,,,,,
55122,"ЖК ""Династия""",B,IV кв. 2026,Комфорт,Кирпич,1 вариант,Нет,11,189,9 522,"2,5",Нет,1,2,2,Нет,110,Нет,Нет,Есть,Нет,4,4,Нет,7,,,,,,,,,
53336,"""Квартал""",B,IV кв. 2024,Типовой,Панель,Нет,Нет,10,165,8 912,"2,5",Нет,1,1,2,Нет,Нет,105,Нет,Есть,Нет,4,Нет,4,9,,,,,,,,,
27526,"МКР ""Родные Просторы""",C,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,25,976,46 230,"2,7",Есть,6,6,4,Нет,421,1000,Есть,Есть,Нет,5,5,15,4,,,,,,,,,
54924,"г. Ессентуки, ул Октябрьская",A+,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,9,48,2 636,"2,7 - 5,8",Нет,1,Нет,1,Нет,32,Нет,Есть,Есть,Нет,1,1,1,2,,,,,,,,,
55757,"ЖК ""LEVEL"" (ЛЭВЭЛ)",D,I кв. 2026,Элитный,Монолит-кирпич,1 вариант,Есть,11,164,14 010,"3,1 - 3,6",Нет,1,Нет,1,118,118,50,Есть,Нет,Нет,3,Нет,4,9,,,,,,,,,
56148,"ЖК ""Гармония"" д.6",A+,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,5,71,3 974,"2,7",Нет,1,1,1,22,20,15,Есть,Есть,Нет,3,3,Нет,7,,,,,,,,,
46684,Эклипт,A,III кв. 2024,Комфорт,Другое,Нет,Нет,5,20,1 134,"2,7 - 2,72",Нет,1,,1,Нет,Нет,4,Нет,,Нет,1,Нет,1,,1,Есть,2,,,,,,
44582,"мкр Гармония (с Каменка), д. 134, блок-секция 9",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,78,"2,7",Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,1,Нет,Нет,,Нет,Нет,1,,,,,,
50475,ЖК Чернышово 2,B,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,6,36,1 774,"2,5",Нет,1,,1,Нет,38,Нет,Нет,,2,1,Нет,Нет,,1,Есть,7,,,,,,
41821,ЖК Гагарина 1,C,II кв. 2024,Бизнес,Другое,Нет,Нет,17,222,15 661,"2,7 - 4,05",Есть,3,,2,214,12,Нет,Есть,,Нет,2,2,2,,1,Есть,8,,,,,,
49970,"г. Тольятти, ул Маршала Жукова, д. 58",B,III кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,10,143,7 020,"2,72",Нет,1,Нет,1,Нет,22,17,Нет,Есть,Нет,2,1,Нет,8,,,,,,,,,
50197,"ЖК ""Самолет 6""",Не нормируется,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,8,,6,86,179,Нет,Есть,,Нет,-,Нет,Нет,,6,Есть,5,,,,,,
41979,ОСТРОВ,A,IV кв. 2024,Элитный,Монолит-кирпич,1 вариант,Есть,21,94,10 156,"3,18 - 3,93",Нет,2,,2,Нет,30,184,Нет,,Нет,1,2,1,,1,Есть,5,5,,9,8,,
50024,Дом-парк Звезда,B,IV кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,9,124,6 207,"2,72 - 3,02",Нет,2,1,1,Нет,9,Нет,Нет,Есть,Нет,2,2,Нет,10,,,,,,,,,
49594,"ЖК ""Лэйк Сити"" ЖК Lake City",B,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,7,70,2 601,"3,01 - 3,31",Нет,1,,1,Нет,14,Нет,Нет,,Нет,2,Нет,2,,1,Есть,5,,,,,,
37320,Квартал «Римский»,B,IV кв. 2024,Комфорт,Другое,Нет,Нет,18,1787,94 650,"2,87 - 3,9",Есть,4,,2,274,93,Нет,Есть,,12,23,23,23,,1,Есть,5,,,,8,,
51914,ЖК Гранат,B,III кв. 2024,Типовой,Монолит-кирпич,Нет,Есть,11,99,4 354,"2,7",Нет,1,,1,Нет,Нет,53,Нет,,Нет,1,Нет,2,,Нет,Есть,8,,,,,,
48920,ЖК СОЗДАНИЕ,A,II кв. 2024,Комфорт,Кирпич,1 вариант,Есть,5,27,1 851,"2,7",Нет,1,1,1,Нет,8,8,Нет,Есть,Нет,2,Нет,Нет,5,,,,,,,,,
54599,"г. Людиново, ул Щербакова",B,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,3,9,373,"2,7",Нет,1,1,1,Нет,11,Нет,Нет,Есть,Нет,1,Нет,Нет,3,,,,,,,,,
52141,"Жилой комплекс ""Атмосфера"" ",Не нормируется,II кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,1,Нет,Нет,Нет,Есть,Нет,1,1,117,Нет,10,Есть,Есть,Нет,-,Нет,Нет,8,,,,,,,,,
47485,"г. Йошкар-Ола, ул Петрова",B,IV кв. 2026,Типовой,Кирпич,1 вариант,Нет,16,308,16 672,"2,7",Есть,2,,1,Нет,99,Нет,Нет,,5,5,10,10,,1,Есть,9,,,,,,
43207,"ЖК ""Маяковский NEW""",A++,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,19,142,7 803,"2,7",Нет,1,,1,42,Нет,1,Есть,,Нет,1,1,1,,1,Есть,10,5,,,,,
55735,Отрада на реке (Кварталы Отрада),B,IV кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Есть,2,1,250,3,Нет,2,2,2,Нет,1,10,Есть,Есть,Нет,1,Нет,Нет,6,,,,,,,,,
47531,ЖК Комсомольский (2-й этап 2 дом),C,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,162,8 380,"2,73",Нет,1,,1,Нет,Нет,Нет,Нет,,Нет,1,2,2,,2,Есть,5,,,,,,
55409,ЖК Центральный Парк,B,IV кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Нет,5,49,1 979,"2,8",Есть,1,Нет,Нет,Нет,Нет,25,Нет,Есть,Нет,2,Нет,2,5,,,,,,,,,
49625,ЖК Миндаль,B,IV кв. 2025,Элитный,Монолит-кирпич,Нет,Есть,4,20,2 513,"2,92",Нет,1,,2,Нет,9,Нет,Есть,,Нет,1,1,Нет,,1,Есть,9,,,,,,
53758,микрорайон Светлый (деревня Крутые Выселки),A,III кв. 2025,Комфорт,Кирпич,1 вариант,Нет,10,112,4 922,"2,7",Нет,1,Нет,1,Нет,42,18,Есть,Есть,Нет,2,2,Нет,1,,,,,,,,,
54013,г. Улан-Удэ,A,III кв. 2026,Типовой,Монолит-кирпич,1 вариант,Есть,10,162,7 691,"2,93",Нет,1,1,1,Нет,58,137,Есть,Есть,Нет,3,Нет,3,6,,,,,,,,,
52155,ЖР Изумрудный Бор,B,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,24,194,11 941,"2,72",Нет,1,1,1,Нет,Нет,17,Нет,Есть,Нет,1,2,2,5,,,,,1,,,,
47754,"ЖК ""Победа"" 1 Дом",B,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,26,312,12 392,"2,7",Нет,1,,1,Нет,159,Нет,Нет,,Нет,1,2,1,,1,Есть,5,,,,,,
51201,"Жилой комплекс ""Русское солнце""",B,IV кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Есть,10,85,4 010,"2,96 - 5,36",Нет,Нет,,1,96,29,Нет,Есть,,Нет,2,Нет,4,,Нет,Есть,9,6,,,,,
55746,"Микрорайон ""Долина""",B,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,5,98,3 596,"2,59",Нет,1,1,1,Нет,Нет,104,Нет,Есть,Нет,2,2,Нет,3,,,,,,,,,
53256,"г. Кызыл, ул Героя России Владимира Жоги, д. 10",A+,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,9,162,7 975,"2,8",Есть,4,5,2,Нет,30,30,Есть,Есть,2,2,2,Нет,3,,,,,,,,,
49499,"пгт. Коктебель, ул Арматлукская, д. 2",B,I кв. 2027,Бизнес,Монолит-кирпич,1 вариант,Нет,14,Нет,Нет,Нет,Есть,1,,2,Нет,32,218,Есть,,Нет,-,2,2,,2,Есть,2,,,,,,
54752,"ЖК ""София""",C,II кв. 2025,Комфорт,Кирпич,1 вариант,Нет,12,40,3 836,3,Нет,1,1,1,Нет,29,39,Есть,Есть,Нет,1,Нет,1,8,,,,,,,,,
42727,Город Первых.ЦДС Новосаратовка,C,II кв. 2024,Комфорт,Другое,Нет,Нет,23,604,23 110,"2,75",Нет,1,,1,Нет,47,277,Есть,,Нет,3,4,12,,1,Есть,3,,,,,,
56708,"г. Керчь, В районе улицы Колхозной",A++,III кв. 2025,Комфорт,Другое,1 вариант,Нет,4,48,3 007,"2,74",Нет,1,1,2,Нет,48,Нет,Есть,Нет,Нет,2,2,Нет,1,,,,,,,,,
42574,"Гостиничный комплекс ""Нескучный сад""",B,IV кв. 2024,Бизнес,Монолит-кирпич,1 вариант,Есть,11,Нет,Нет,Нет,Нет,1,,6,124,Нет,Нет,Есть,,Нет,-,8,8,,1,Есть,5,,,,,,
35893,"МФК ""Имеретинские высоты""",B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,14,259,10 206,"2,8",Есть,1,,1,78,22,Нет,Есть,,2,2,2,2,,1,Есть,4,,,,,,
43701,"Деловой центр TALLER (""Таллер"")",C,II кв. 2024,Элитный,Монолит-кирпич,1 вариант,Есть,12,Нет,Нет,Нет,Нет,Нет,Нет,1,88,17,Нет,Есть,Есть,Нет,-,12,12,10,,,,,9,,,2,
43524,"Жилой комплекс""Бунинские луга""",Не нормируется,IV кв. 2026,Типовой,Другое,1 вариант,Нет,9,Нет,Нет,Нет,Нет,Нет,Нет,Нет,592,15,Нет,Есть,Есть,Нет,-,1,Нет,7,,,,,2,,,2,
56625,"г. Сафоново, улица Ленина",A,I кв. 2025,Типовой,Кирпич,1 вариант,Нет,4,24,1 346,"2,5",Нет,1,1,1,Нет,9,Нет,Есть,Есть,Нет,2,Нет,Нет,5,,,,,,,,,
50555,Стрижи Сити,B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Есть,20,303,17 492,"2,71 - 3,32",Нет,1,,2,Нет,9,Нет,Есть,,Нет,2,Нет,2,,1,Есть,8,,,,,,
53654,"ЖК ""МАГНАТ""",C,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,9,157,10 832,"3,05",Есть,1,1,1,Нет,20,7,Есть,Есть,Нет,6,6,Нет,4,,,,,,,,,
55080,"ЖК ""Александрия""",C,III кв. 2025,Комфорт,Панель,1 вариант,Нет,9,42,1 921,"2,7",Нет,1,1,2,Нет,6,13,Есть,Есть,Нет,1,1,Нет,8,,,,,,,,,
47722,"г. Краснодар, литера 5",D,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,3,33,1 759,"2,7",Нет,1,,1,Нет,Нет,15,Есть,,Нет,3,Нет,Нет,,1,Есть,2,,,,,,
54965,"Квартал ""5 элемент Аске""",A,IV кв. 2025,Типовой,Другое,Нет,Нет,12,149,5 734,"2,63",Нет,3,1,4,Нет,35,21,Есть,Есть,Нет,2,Нет,2,7,,,,,,,,,
47693,"ЖК ""Планерный квартал"" корп.4-1",B,IV кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,14,143,6 512,"2,7 - 3",Нет,3,,2,Нет,32,Нет,Нет,,Нет,1,1,1,,1,Есть,9,,,,,,
44932,"ЖК ""ЯГОДЫ""",A,III кв. 2024,Комфорт,Другое,1 вариант,Есть,24,165,8 804,"2,7",Нет,1,,1,Нет,45,Нет,Есть,,1,1,1,2,,1,Есть,6,,,,,,
55596,Квартал К3.Вторая очередь,A,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,25,233,10 168,"2,57",Есть,1,1,Нет,63,Нет,Нет,Нет,Есть,Нет,1,Нет,3,9,,,,,4,,,,
49445,"ЖК ""Парк Победы 2""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,19,225,10 994,"2,72 - 3,02",Нет,4,,8,Нет,378,Нет,Нет,,Нет,2,3,2,,6,Есть,7,,,,,,
51142,"г. Челябинск, район Металлургический, ул Прокатная, д. 7",D,III кв. 2024,Типовой,Панель,1 вариант,Нет,11,90,5 631,"2,63",Нет,1,,1,Нет,21,59,Есть,,3,3,3,Нет,,1,Есть,9,,,,,,
53700,Жилой комплекс Art City (Жилой комплекс Город искусств),C,II кв. 2025,Бизнес,Другое,1 вариант,Есть,21,115,9 943,"3,04 - 3,6",Есть,2,1,1,383,19,Нет,Есть,Есть,Нет,2,2,2,9,,,,,7,,,,
43441,"ЖК ""Образцово""",B,IV кв. 2024,Комфорт,Кирпич,Нет,Нет,6,34,1 923,"2,58 - 2,73",Нет,1,1,1,Нет,Нет,Нет,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
42088,Жилой комплекс на Пархоменко,B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,28,276,12 117,"2,5",Нет,1,,1,Нет,8,28,Есть,,Нет,1,3,Нет,,2,Нет,10,,,,,,
48898,"Квартал ""Талантов""",C,IV кв. 2024,Типовой,Другое,1 вариант,Нет,20,354,17 549,"2,5",Нет,1,1,1,Нет,152,Нет,Нет,Есть,Нет,3,3,3,8,,,,,,,,,
40707,Студенческий квартал,B,I кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,5,Нет,Нет,Нет,Есть,Нет,Нет,1,Нет,13,Нет,Есть,Есть,Нет,-,1,2,5,,,,,4,,,4,6
56839,"г. Кемерово, проспект Ленинградский, д. 53",B,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,14,220,12 223,"2,7",Есть,1,1,1,Нет,57,Нет,Есть,Есть,3,3,Нет,6,9,,,,,,,,,
56478,Жилой комплекс Кубики,B,III кв. 2025,Комфорт,Другое,1 вариант,Нет,5,30,1 292,3,Нет,Нет,Нет,1,Нет,21,Нет,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
56862,ЖК 1-й Донской,B,IV кв. 2026,Комфорт,Панель,2 варианта,Нет,25,920,35 856,"2,84 - 3,34",Есть,2,4,1,145,32,48,Нет,Есть,Нет,4,8,4,7,,,,,,,,,
52999,GloraX Парголово Глоракс Парголово,B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,16,291,10 359,"2,65 - 3,1",Нет,4,,1,Нет,185,510,Есть,,Нет,2,2,2,,3,Есть,7,1,,4,,,
54706,"район Грозный, ул Э.Э.Исмаилова",C,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Есть,20,162,14 806,"2,7",Нет,2,2,Нет,Нет,30,55,Есть,Есть,3,3,3,3,6,,,,,,,,,
45584,Новая Керкинитида,Не нормируется,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,8,Нет,Нет,Нет,Нет,2,Нет,2,Нет,Нет,99,Есть,Есть,Нет,-,1,1,1,,,,,,,,,
45509,"Жилой комлекс ""Мурино Клаб""",D,III кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,20,208,10 066,"2,87",Нет,1,1,1,17,17,39,Есть,Есть,Нет,1,Нет,3,8,,,,,,,,,
56754,Квартал В16 корпус 2 СберСити,A+,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,10,55,3 986,"2,9 - 3,5",Нет,2,2,4,Нет,Нет,57,Нет,Нет,Нет,1,1,1,5,,,,,1,,,5,
